phrases,cluster_labels
I was at a birthday party...rammed my back into the railing of the staircase. And maybe a twisting.,0
It's more on the [side],1
"If I'm lying flat it hurts a little more, and any twisting motion for sure.",0
I had a fusion done,1
I take medication for anxiety,1
Straight leg raise is negative,1
Sensation is intact,3
"It doesn't appear to have any compression fractures or anything that... essentially, except for the fusion, a normal exam.",2
You have a strain of your lower back.,0
"Continue the Motrin at 800mg, three times a day with food. I want you to use some ice and heat, alternating on your back. But I do want you walking.",0
"If it's not [improving], or it's getting worse, I want you to come back and see me over the next week.",0
