phrases,cluster_labels
high blood pressure check.,2
"I've always struggled with high blood pressure, but it's seeming to get really out of control lately.",1
"you're on Norvasc and we had to increase your dose, you're on 10 milligrams a day.",1
they have been over 150.,2
I have had some headaches. I don't know if that's just because of more stress at work or because of the high blood pressure.,1
"no, nothing that.",2
everything's been good and solid there.,2
heart is irregular rate and rhythm. I do hear a slight two out of six systolic ejection murmur. Your lungs are clear. I do see the scar on the left left plank for your kidney transplant which is healed. You have no lower extremity edema.,3
kidney function looks really good,0
"ekg looks great, perfectly normal.",2
"prescribe you coreg 25 milligrams, twice a day.",0
get a lipid panel and some routine labs on you just to make sure that everything is.,0
continue you on all of those medications.,0
"schedule a follow-up appointment with me, and we'll see what your blood pressure looks in a couple weeks.",1
