phrases,cluster_labels
it's been mostly my knees,2
"I've been doing more stair type workouts, which I thought was building muscle on my knees and supposed to help",0
"no, but I should mention that I had a rotator cuff repair about two years ago",0
"my diabetes... I monitor that and I've been taking medication for that, and that hasn't elevated in any way since the joint pain",0
"your blood pressure's pretty high today, you might be a little nervous here",0
"your left knee you do have a slight erythema and edema. There is a small effusion present over your left knee, you have some decrease flexion and extension of your knee",3
"this is a normal x-ray of your left knee, you may just have a little bit of a strain going on",0
we'll work for you to do some physical therapy and I'd to go ahead and give you an anti-inflammatory medication to help with the pain,0
order meloxicam 15mg once a day... order a physical therapy referral... order an autoimmune profile,1
because your blood pressure is a little elevated today... continue to monitor it at home and send me a report in the next couple of weeks,0
continue you on your metformin 500mg twice a day,1
that sounds great,2
