soap_category,main_cluster,subcluster,phrase
P,3,2,both my elbows but my elbow is hurting me the most
S,1,0,I lift quite a bit of weights... I lift heavy weights
A,2,2,probably year and a half ago
P,3,0,the more I use my hands or my arms the more it hurts
O,0,2,limited range of motion on extension
O,0,0,pain with flexion and extension
O,0,0,pain on the medial side with palpation
O,0,0,pain with supination
S,1,0,sensation is normal to the touch
A,2,0,pulses equal in all extremities
O,0,1,no fractures or any bony misalignment
O,0,0,medial epicondylitis
P,3,1,take the blood out of say my thigh and inject it into my tendon
A,2,1,activates the healing
A,2,1,expecting a newborn soon
