phrases,cluster_labels
Bilateral knee pain that I've been having for about six months.,2
"Honestly, I don't I can't think of any specific event that caused the pain initially.",2
It's behind my kneecaps... a deep achy pain.,2
Anytime if I'm sitting at my desk and I get up I have a lot of pain... going up and down the stairs.,2
I work from home... my office is downstairs.,2
I'm a big runner... I run about five to six miles a day... barely can even do half a mile now.,2
No redness or swelling... no effusion... tender to palpation.,0
"Positive patellar grind test... Lachman, anterior and posterior drawer, and McMurray test are all negative bilaterally.",3
X-rays of both my knees show no fractures or osteoarthritis.,0
Symptoms are consistent with patellofemoral pain syndrome.,0
Continue with over-the-counter NSAIDs... refer her to physical therapy to strengthen lower extremities and correct running mechanics.,0
Will I be able to run again?,1
Absolutely... we’re going to get you back.,1
