phrases,cluster_labels
She has a past medical history of uterine fibroids and anemia. She's a new patient with a referral from the ER of esophagitis.,2
"When I called to make the appointment, I was having chest pains, but it stopped after four days, and I haven't had any since.",0
"Early October. [Doctor] of 2020, correct? [Patient] Yes.",1
"It was here in the center of my chest, behind my breastbone. It felt like I was having a heart attack. The pain was really sharp.",0
They did a bunch of testing and didn't find anything.,3
With eating.,1
I did. [Doctor]. And that's also resolved since the initial episode three months ago? [Patient] Yes.,0
"Since you mention anxiety, I was going through a really stressful job transition around the time this happened.",0
"It hurts a little. [Doctor]. And even when I press lightly this? [Patient] Yes, just a little uncomfortable.",0
"Possible etiologies could be anxiety, esophagitis, which is irritation of the esophagus. But typically with these... these cause the pain that would last for a long time rather than that isolated incident you had... it's also possible that you had intense heartburn for a few days.",2
I'm comfortable with that option. But what do you think? [Patient] I'd to hold off on the EGD and wait to see if I have more symptoms.,0
You can call the office if you have any additional episodes of pain or any other symptoms you're concerned about.,3
