soap_category,main_cluster,subcluster,phrase
O,2,2,Left wrist and hand pain
S,1,2,my wrist and hand has been bothering me... with pain and numbness
A,3,0,It just kinda started on its own
O,2,0,notice it mostly at night
S,1,0,Sometimes it will I'll wake up and my hands asleep and I got ta shake it out
P,0,2,Landscaping... a lot of raking a lot of digging a lot of repetitive type movements
S,1,1,It seems to happen to all my fingers but I notice it more in my thumb and pointer finger
A,3,0,Sometimes it seems it's numb too
S,1,0,I drop things mostly because I have a hard time feeling it
P,0,1,Grip strength is less on the left
O,2,1,positive Tinel's sign bilaterally
P,0,0,Your diagnosis is beginning to have some bilateral carpal tunnel syndrome
P,0,1,Activity modification... wear a wrist splint... take ibuprofen 600 mg every 6 hours
P,0,1,Order an EMG... to evaluate for carpal tunnel syndrome
P,0,2,See you back here in two weeks... review EMG results
P,0,1,Possible surgical intervention to release that pressure on the nerves
O,2,0,Delegate tasks to other employees for lighter work
