phrases,cluster_labels
Difficulty swallowing.,2
It's been hard for me to swallow certain foods and I also have pain when I swallow down in my chest.,3
It's really just the bigger pieces of food that seem they're getting stuck.,3
"I've been drinking more, eating things like pizza burgers... it's been pretty busy",3
I've gained some weight,1
My belly hurts up here,1
Two areas of mild narrowing in the mid and lower portions of your esophagus... consistent with esophagitis.,0
Acute esophagitis.,2
Prescribe protonix 40 mg once a day... first thing in the morning.,0
Carafate 1 gram four times a day for one month.,0
Schedule you for an upper endoscopy.,2
"Eat slowly and chew your food more thoroughly... avoid citrus foods, fruits, and spicy foods until your symptoms improve.",0
See you again next week for that endoscopy.,1
Pain to palpation of epigastric area... no peritoneal signs or rebound.,0
I can see how that would increase your stress,1
