phrases,cluster_labels
"I'm 100, we can't really get around that one.",1
My doctor says that I have a heart murmur.,1
"I get short of breath if I walk too fast or too long, or if I tried to drink a whole glass of water without stopping.",1
"I do have a walker, I don’t know. Maybe when I walk to the end of the driveway or I walk around the culdesac.",2
I started taking pain pills for my legs.,1
"My ankles swell... I lost a little bit of weight, but I still weigh a 120 pounds, but I normally weigh about 130 pounds.",1
I feel overly tired because I take all that medication.,1
"It was my son, not my brother.",1
4/6 systolic murmur at the upper sternal border with mild radiation to the carotids.,0
Aortic stenosis... one of your main valves of your heart has narrowed a bit.,3
"Transcatheter aortic valve replacement, or we just call it TAVR.",3
"Because of your age and medical history, that wouldn’t be a good option for you.",2
Sinus rhythm with frequent PVCs as well as anterior septal infarct pattern.,0
Statin could be indicated... possibly to stop your statin.,3
We will see you back here in about three or four weeks to discuss the results and your next steps.,2
Compared to six months ago or a year ago? I would say probably 70 to 80% from about six months ago.,1
I do take a pill for that when it does get bad... only when I do feel dizzy.,1
Let’s schedule you for an echocardiogram... to assess your overall cardiac structure and function.,0
The valve view of where diseased... to assess overa- overall cardiac structure and function.,0
We don’t have to make any decisions today... wanted to go over a couple of these things.,2
