phrases,cluster_labels
i was in a car crash,0
the third crash i had surgery but i was fine until this crash,2
that's when i was coming home from the pain clinic because my neck hurt and my back hurt but that was in february,1
they had prescribed it recently i was i was on fentanyl [...] i have n't gotten a prescription for several weeks,1
on a scale of one to ten [...] twelve,0
it's the sharp incapacitating pain i ca n't work,1
numbness [patient] my left arm and my leg,0
any spasms [patient] of course,0
pain on palpation both on the bony process and on the muscle,0
moderate range of movement,0
we're gon na upgrade to an mri,3
robaxin 1500 mg every 6 to 8 hours,0
i want you to put ice on that [...] and roll through these exercises every morning,1
we'll see about locally injecting the area,3
we're gon na give you off for work because you ca n't move,1
