phrases,cluster_labels
here for follow-up of her chronic problems,0
my osteoarthritis has been flaring up a little bit lately... it's mostly in my elbows and it's really been bothering me,3
"I've been sitting at the computer, at the desk more... in the office I don't know if it's being stagnant in that position all day has increased flare-ups for that",3
"my elbow does bother me more than the other, but primarily, I'm typing all day versus writing, it- it flares up in both",3
"sometimes. When I'm typing for long periods of time, I feel a little bit of numbing... I try to shake out my arms a little bit",3
"the medication you gave me really controlled it, and I haven't seen a flare-up since",3
that's been under control too. That hasn't been a- a major problem for me either,3
you do have some edema and inflammation of your olecranon and there's some tenderness and an effusion there,1
pain with flexion and extension of the arm,1
continue you on the colchicine 0.6 milligrams twice a day as needed for flare-ups of your gout,2
I'd to go ahead and order a elbow x-ray,0
prescribe some meloxicam 15 milligrams once a day for the pain and the swelling,1
see those- how- the x-ray show- shows up and the results of that before we refer you for any type of physical therapy,0
continue the steroid cream for your scalp,2
