soap_category,main_cluster,subcluster,phrase
O,1,2,Right great toe pain.
S,2,2,It's almost a throbbing pain but occasionally it becomes almost a sharp stabbing pain especially if I move it or spend too much time walking.
S,2,0,It’s been going on off and on for about two weeks but last week is when it really became painful.
S,2,0,I was at a trade show convention and I couldn’t walk the halls I couldn’t do anything I just had to stand there and it really hurt the whole time I was there.
S,2,0,When I’m in bed at night and those sheets come down on it or I roll over that hurts a lot.
S,2,0,I take two ibuprofen a day and that doesn’t seem to help.
O,1,0,10 degrees of plantar flexion
P,0,2,it’s grinding a little bit
P,0,0,You have a large spur there on the top of your big toe joint
A,3,0,lost a lot of the cartilage.
O,1,2,Hallux rigidus.
O,1,0,Custom orthotics
O,1,1,meloxicam once a day.
S,2,0,See you back in two weeks to see how you’re doing with that.
S,2,1,I want you to keep working I want you to do your regular activities.
P,0,2,I don’t remember an injury
A,3,0,Yes it does
P,0,1,Feeling a little bit of bone spur here
P,0,0,We even just have to fuse the big toe joint
