phrases,cluster_labels
It's doing much better.,2
"I started using doxycycline only one a day because the pharmacist said if it's getting better, to just limit it to once a day.",1
"When I started doing it only once a day, it seems the same and it's not continuing to get better. It's kinda plateaued a little bit.",1
"No, I'm not [breastfeeding].",2
I didn’t take the elidel because when I read about it I got worried.,1
"The pharmacist said if it's getting better, to just limit it to once a day.",1
"Bilateral medial cheeks, there are a few really faint erythematous papules and just maybe a little bit of redness around and underneath your nostrils.",0
Fitzpatrick skin type IV to V.,3
"I would go ahead and go back to twice a day, every day, with the doxycycline.",2
We could try ointment form [tacrolimus].,2
The insurance is not covering [Elidel]. It was coming to around $850 after insurance.,1
"You're using the metro cream? Yes. After my face wash, I immediately apply the cream.",0
"I would do something really basic like Vanicream. Or even, if it's just really dry, you could use a little bit of petroleum jelly.",1
"Continue using the same face wash, continue with metro cream, and increase the use of doxycycline to twice a day.",0
"Twice a day until rash is gone, and once a day for another week before stopping.",0
"Gently wash her eyelids once a day with a gentle cleanser such as Vanicream, also use Bruder mask as needed.",0
"Stay away from any anti-aging thing, any plant thing.",2
"Doxycycline can give you bad upset stomach or heartburn. It will make you sunburn, even if you never sunburn.",0
It can cause this weird tingly or needle-sensation or make it redder or flush. But it should only last a few seconds and go away.,0
