phrases,cluster_labels
difficulty swallowing... something is always stuck in my throat... have to wash it down on occasion.,2
noticed over the last four to five weeks.,1
painful... solids require more effort... never fully choked but worried about choking.,2
"no coughing... no blood in stools or vomiting... no weight loss, chest pain, or shortness of breath.",3
taking metformin 500 mg twice a day... checks blood sugars ~80% of the time... within target range.,0
Norvasc... blood pressure in office 120/50... home readings occasionally lower but mostly in range.,0
"no neck swelling, masses, or lymph nodes... normal thyroid... clear lungs, normal heart... epigastric tenderness.",3
narrowing in the throat/esophagus... possible stricture requiring dilation.,0
refer to gastroenterology for scope... start Prilosec 20 mg daily.,0
"chew food thoroughly, avoid hard solids without care... ER if food gets stuck.",2
"repeat hemoglobin A1c, kidney function tests... eye referral for retinopathy.",0
Norvasc refill requested and provided.,1
