phrases,cluster_labels
"I'm having this left shoulder pain lately, and it's paining a lot.",2
"I was in gymnastics class... Maybe I must have toppled over into some weird position, it started to pain since, because of a certain move.",2
"It's been a week, doctor.",3
Any movement on my left shoulder hurts.,1
"I did take a Tylenol for two or three days, but that didn't help at all.",2
Pain with any movement of the left shoulder.,1
"From the x-ray, it doesn't look there is any broken bone or fracture.",0
"Continue using the pain reliever, maybe just 600 milligram of ibuprofen three times a day and use it for a week.",0
"If it's still painful, you can use ice or heat pad... might help relieve your pain.",0
Definitely not [carrying heavy weights]. Use hand instead... rest your left arm while it's healing.,1
Come back to see me if the pain still there after maybe three weeks... may repeat the left shoulder x-ray at that time.,0
I did have past surgery on my left arm... that doesn't seem related to your pain.,2
You can also try Advil... Aleve.,3
