phrases,cluster_labels
elevated and fluctuating blood pressures,2
blood pressure readings recently... occasionally over one eighty,2
lightheaded slight headache,1
chest heaviness... no sustained... no breathing difficulty,0
still taking the lisinopril twenty milligrams twice per day,2
mild bibasilar rales... no wheezes or rhonchi,0
grade three out of six systolic ejection murmur... unchanged from prior,0
trace lower extremity edema bilaterally,1
increase your lisinopril to sixty milligrams twice per day,2
add twenty five milligrams per day of hydrochlorothiazide,2
check your blood pressure measurements twice a day for the next two weeks,2
follow-up in two weeks,2
"send a cholesterol panel, CBC with differential, comprehensive metabolic panel, and urinalysis",0
continue atorvastatin for hyperlipidemia,1
continue golfing... stay active as best you can,3
take Tylenol for mild pain,1
six to eight glasses of water per day... increase with activity or dehydration,0
not more than a couple alcoholic drinks a week,0
"no syncope, fever, nausea, vomiting, or diarrhea",0
no sustained chest pain or palpitations,0
