phrases,cluster_labels
Full-spectrum sexually transmitted disease testing.,2
"Discomfort, a change in discharge, and odor in her vaginal region.",3
The side of her vagina is starting to become painful.,0
"Change in the odor, color, and consistency of her vaginal discharge.",3
Her partner has been in sexual encounters with other people.,0
Her sexual partner has been having multiple partners for some period of time.,0
She had an abnormal Pap Smear around the age of 20.,0
Her most recent Pap Smear approximately 6 months ago was normal.,0
Pelvic exam demonstrates no external lesions. Normal labia majora and labia minora. Normal physiological discharge with normal color and smell.,1
Cervix is normal. Vaginal wall is normal. No cervical motion tenderness or masses noted.,1
"Screening for gonorrhea, chlamydia, trichomoniasis, syphilis, HIV, and hepatitis C.",2
High risk due to an abnormal Pap Smear in the past and the recent discovery of her sexual partner having multiple partners.,0
