phrases,cluster_labels
I was up on a ladder painting and kinda reaching out and fell took a fall and kinda braced myself but I was painting.,3
this happened about three weeks ago,0
I iced the arm and I also took some Advil.,3
pain all the time,0
about a six,0
down to about a four,0
I did when I initially hurt it but I'm not no longer having any numbness or tingling.,3
limited active and passive range of motion,2
tenderness to the greater tuberosity of the humerus,2
no fracture or bony abnormality,2
rotator cuff tendinopathy,1
order an MRI of that shoulder,0
refer you to physical therapy,0
six to eight weeks,0
steroid injection,1
continue to take an NSAID,0
see you again in two weeks,0
