phrases,cluster_labels
I was golfing and I hurt my back when I went for my backswing.,3
"I felt the pop, and I immediately had to hit the ground.",3
"By Monday morning, it loosened up a little bit, but it's still pretty sore.",3
I had a struggle in my foot dropped foot. I had some struggling with my leg.,3
I had surgery about 10 years ago on my lower back.,3
"Taking my medications, watching my diet, trying to exercise regularly.",2
"I love jelly beans... That's been a struggle, but I'm getting through it.",3
"I monitor it regularly. Not always, I can forget, but I'm pretty good about it.",3
Decreased range of motion with flexion and extension... Positive straight leg raise... 4 out of 5 on your [right] and 5 out of 5 on your left.,1
"A 2 out of 6 systolic ejection murmur, which we've heard in the past... That's stable.",2
Normal x-ray of your lumbar spine.,0
Your hemoglobin A1c has been a little high at 8.,2
Prescribe meloxicam 15 milligrams once a day... refer you to physical therapy... order an MRI.,1
"Increase your metformin to 1,000 milligrams twice daily... repeat hemoglobin A1c in a couple months.",1
"Continue you on your current medications, your lisinopril and your lasix.",0
No problem.,0
No questions.,0
