phrases,cluster_labels
Headaches... have been getting a lot more frequent and a lot more severe.,0
Pulsing sensation... mostly on my side and it even seems it's behind my eye.,0
"When I start to jog, my headaches come back on a lot worse.",0
Ringing in my ears for a few months... blurred vision on the side of my vision.,0
"No, I haven't [numbness or tingling in hands, feet, or face].",0
Funduscopic exam shows papilledema.,0
Concerning for idiopathic intracranial hypertension... increased pressure in your brain without any known cause.,3
"If the pressure continues to increase, this can lead to some permanent changes in your vision.",1
An MRI... spinal tap to evaluate the pressure in the brain... seen by a neurophthalmologist.,3
Medications to help decrease that pressure... exercise and weight loss are also important.,1
MRI needs preapproval from insurance... will contact you to schedule.,2
Does that mean I will need surgery?,0
