phrases,cluster_labels
Annual exam.,1
"congestive heart failure, depression and hypertension",1
I've been traveling a lot recently... I feel safer about traveling. I've been doing a lot of hiking.,3
I resisted... the salty foods that I love to eat. I've been doing a really good job.,3
"I'm still forgetting to take my blood pressure medication. And I've noticed when work gets more stressful, my blood pressure goes up.",3
I've been going every week... for the past year... that's been really helpful for me.,3
"No, not that I've noticed",0
Grade 3/6 systolic ejection murmur... 1+ pitting edema of the bilateral lower extremities.,2
Echocardiogram... decreased ejection fraction of 45%. Mitral regurgitation is present. Lipid panel: Elevated cholesterol.,2
"Increase your lisinopril to 40 milligrams a day... start you on some Lasix, 20 milligrams a day.",0
Your blood pressure's high... retaining a little bit of fluid.,0
"It's been a lot of long hours, late nights... with the responsibility comes the stress.",0
Repeat another echocardiogram... schedule for a mammogram.,0
Can I take all my pills at the same time?,0
You can certainly take them all at the same time... set an alarm.,0
Endorsing some nasal congestion from some of the fall pollen and allergies.,1
"No, nothing that... [no feelings of wanting to harm self/others].",0
