phrases,cluster_labels
Recurrent lung infections.,0
I'm a farmer.,1
coughing a lot a lot of mucus even had some shortness of breath and even a low-grade fever.,1
every month or every other month especially over the past six months.,1
started unloading a lot of hay which I don't usually do,2
my symptoms start the days that I'm unloading hay.,1
no I don't [wear a mask],2
none of us do.,1
I've been helping my brother out,2
there is ten of us [siblings].,1
"no I have never had any problems with allergies,",2
"I don't smoke,",2
live with anybody who does.,1
respiratory rate is twenty,0
oxygen satting fine at ninety nine percent.,0
some fine rales on your lung exam,0
no murmurs rubs or gallops.,0
round glass opacities,0
hypersensitivity pneumonitis... another name is farmer's lung,3
bacteria and/or mold in the hay.,0
"prescribe a course of an oral steroid,",0
"CT scan of your lungs,",0
pulmonary function test.,0
eliminate your exposure to the hay or wear a respirator when moving hay.,1
the patient understands and agrees with the recommended medical treatment plan.,0
