phrases,cluster_labels
"feeling some really bad, knee pain",2
only while swimming. I use the breaststroke where the legs kick out a frog,0
"no injury? you didn't fall or twist it or anything that you remember? [patient] no, not that I can remember.",0
chondromalacia of the patella,3
prescribed ibuprofen 600 mg four times a day with food,3
do some straight leg raising exercises,2
avoid anything that puts extra pressure on your knees for a little while,2
"avoid the breaststroke. If you're comfortable, you can also do other swimming strokes where your knees are straight instead",0
chronic back pain... been doing really,2
depression... been going really... medication and therapy and trying to get outside more it's been really helping me,1
carpal tunnel... doing really... full range of motion and it's felt a lot better,1
