phrases,cluster_labels
John is a 55-year-old male with a past medical history significant for anxiety and epilepsy who presents with an abnormal lab finding.,2
"They had to treat you for that, what was going on?",0
We've been going from place to place for different events and we've had a lot of visitors over the last couple of weeks and I just wasn't monitoring my sugar intake and a little too much stress and strain over the last couple of weeks.,3
"Your hemoglobin A1c here is 8, last time we had seen it, it was about 6 and we hadn't put you on medications.",3
Your blood sugar and it was 162,1
They put you on medication? They did. ... Metformin?,0
"In terms of your anxiety, I'm sure that this didn't help much",3
"I had my moments but it's almost the weekend, it's been a little bit better. Things are under control.",3
"Any seizures recently? Not in a while, it's been quite a few months and it was something minor but nothing major ever since.",0
You do have some trace pitting edema to your lower extremities,0
Did they give you a lot of fluid in the emergency room? They did.,0
Continue on the metformin 500mg twice a day. We'll probably increase that over time.,0
I'm gonna go ahead and order hemoglobin A1c for the future.,1
Continue Keppra at current dosage,1
Patient Agreements: The patient understands and agrees with the recommended medical treatment plan.,1
"not at this point, no",1
They started you on metformin 500 mg twice daily during that time,0
He continues to take Keppra,1
