phrases,cluster_labels
I'm just really anxious about my recent blood work that my PCP did and said that I have hepatitis C. I'm just really surprised because I've been feeling fine.,1
"Years ago I used to party a lot and even use IV drugs, but I've been clean for over fifteen years.",1
"I do smoke; I'm down to one to two cigarettes a day. It's just really been tough to just get rid of those two, but I've cut down a lot. I used to be up to one point or a pack and a half a day.",1
"I used to drink a lot, a lot more alcohol. I probably would say I drink about a beer a day... and maybe slightly more on the weekends but nothing how I used to.",1
"Hypertension, diabetes, and also depression.",0
I do feel tend to be really tired at the end of the day after working.,1
No jaundice on skin exam.,0
Heart exam: a nice regular rate and rhythm with a two out of six systolic murmur.,0
"Lungs are clear with no wheezes, rales, or rhonchi.",0
Abdomen is soft with no hepatospleno splenomegaly.,0
"HCV antibody test was positive, and your liver panel showed an elevated AST at 39, but your ALT, albumin, and total bilirubin were all within normal limits.",2
Confirm the diagnosis with some additional blood work that includes checking the HCV RNA and also the HCV genotype... determine the severity of your liver disease by checking for fibrosis of the liver... ordering a special ultrasound [Fibroscan].,3
"Yes, we can start with the same screening that you have had for you for all of them first.",0
"Alright, perfect. I'll make sure I'll have them set up an appointment with our family doctor... see you in about three weeks.",1
