phrases,cluster_labels
Headache and high blood pressure,0
alright theresa i understand that you're you're having a bit of some headache here and your blood pressure has been running high,1
throbbing headaches on the top of my head,0
they're throbbing,1
I don't really take [chlorthalidone] because it gives me a stomachache,1
I probably take [metformin] every other day,1
sometimes I feel dizzy and my vision gets a little blurry,1
172 over 98,0
your blood pressure is running quite a bit high it was one seventy two over ninety eight,3
I love McDonald's I eat it all the time,1
a two out of six systolic ejection murmur... unchanged from last year,0
1+ pitting edema noted in the bilateral lower extremities,2
Continue current medication regimen,0
increase metformin to fifteen hundred milligrams,0
Monitor blood pressure three times a week,0
follow up in a month,0
speak to a nutritionist,0
Set a reminder on your iPhone,0
One seventy [blood sugar] this morning,0
You're retaining a lot of that salt that you're eating,1
