phrases,cluster_labels
I've been having some shortness of breath.,1
It's been about a week.,1
This happened about six months ago and I came in and they changed my Lasix dose and I seemed to get better.,1
"The pumping function of your heart was a little low, that what we call that ejection fraction was about thirty-five percent.",1
The last couple of weeks and I/we've had a bunch of family get-togethers and I/I don't think my diet has been everything it should have been.,1
"Yes, definitely",0
I take it every day,2
"No, it seems about the same",1
Walking around stairs in particular walking quickly,0
I’ve gone from one pillow to two pillows,2
I took Motrin to get rid of [foot pain] and I took Motrin for a while and I stopped as quickly as I could.,1
Tylenol’s lovely it just isn’t very effective.,2
Jugular venous distension up to about nine centimeters,0
Bibasilar crackles with occasional rhonchi that clears when you cough,0
Three out of six systolic ejection murmur heard at the left base,0
One to two plus pitting edema bilaterally,0
Increase your Lasix from forty milligrams a day to eighty milligrams a day,0
Order a chest x-ray just to make sure that we are not missing anything else,0
Order another echocardiogram to check out that heart murmur,0
Don’t please don’t take anymore Motrin or Advil,2
Order a complete metabolic panel just to make sure that your kidney function is stable,0
Order a uric acid just to see,0
I want you to call me in two days and let me know how your weight has been with increasing the diuretic,2
Referral to a dietitian,0
Your blood pressure is about one thirty-five over eighty,1
Recent dietary indiscretion may have contributed to this development,3
Possible gout flare related to his chronic kidney disease,0
