phrases,cluster_labels
High blood pressure and palpitations.,1
I saw you were recently in the emergency room with high blood pressure and some palpitations.,0
"That was back in March, but my girlfriend and I, we talked about it, and on that day I had a few cups of coffee, and no breakfast. It was probably more of a panic attack than anything else.",0
I've had issues with my blood pressure since I was young.,0
A lot of my family does have high blood pressure.,0
"I have a new primary doctor, and she put me on a new medication about a month ago.",0
"My new med is a combo med, something 40-25.",3
"Are you still taking the amlodipine, 10 milligrams daily?",2
"Every day. Every morning, I take it when I get up, and it's been running at about 146 to 155 lately.",0
You're not down in the 120s yet?,1
"I'm trying to back off of [salt]. I'm doing good with it, not eating too much.",0
I do try to walk on the treadmill when I can.,1
The DASH eating plan... has been shown to lower blood pressure.,2
"If you do your treadmill routinely for 30 minutes or most days, that could be seven to 10 points off your blood pressure.",2
"Your heart and lungs sound good, that's great.",1
I'm gonna take a look at your ankles and feet... no swelling.,0
There's medicine called spironolactone... we should give that a try.,2
The spironolactone combined with hydrochlorothiazide can cause your sodium levels to go down.,2
"One in 100 guys might develop tenderness in their chest, swollen breasts, or enlarged breasts.",2
We'll schedule a followup in two weeks to check your blood pressure and electrolytes.,2
"If the new med doesn't work, the next step would be sending him to the resistant hypertension clinic.",2
There is something called a renal denervation... lower blood pressure without medication.,2
I'll definitely check that out.,1
Sounds good to me.,1
