phrases,cluster_labels
sudden visual distortions and some blurring of your vision,1
straight lines and your door frames have been looking crooked to you,0
trouble adjusting to those dim lights,0
you're still smoking a pack of cigarettes a day,0
I take my blood pressure when I can remember to do,0
posterior chamber intraocular lenses in both eyes,3
"drusen in the macula, thickening of the retina, presence of subretinal fluid and exudates accumulation. Positive for hemorrhage",2
choroidal neovascular membrane can be visualized,1
fluorescein angiography reveals focal areas of leakage in the eye consistent with neurovascular age related macular degeneration,2
neovascular age related macular degeneration,1
advanced to a stage that usually leads to more severe vision loss,1
abnormal blood vessels start to grow beneath the retina and they will leak fluid and blood and hints the name wet amd,2
most common cause for severe loss of vision,1
injection of lucentes once a month,3
injected into the vitreous portion of the eye after it's been numbed,3
may slow the rate of vision decline or stop further vision loss but however the disease and loss it may also progress despite treatment,2
i do not no that sounds great,0
