phrases,cluster_labels
I'm doing except for my elbow here.,3
moving boxes from the truck into the house and I lifted a box up and I felt this popping... and this strain as I was lifting it up onto the shelf.,3
This was just yesterday.,3
"I put ice on it. And I've been taking ibuprofen, but it still hurts a lot.",3
But as soon as I take it off it starts throbbing and hurting again.,3
"Yes, I do. [...] Just an epipen.",2
"Carotid. - [Doctor]., no,, your,, neck surgery.",0
Tender around that area.,2
It hurts when I do that.,3
That's about it.,2
Swelling there and some redness.,2
Pain with flexion and extension of your elbow.,1
Pain on the dorsal aspect of your forearm.,1
The bones are lined up properly. There's no fracture.,0
There's a little bit of swelling there on the lateral elbow.,1
"Lateral epicondylitis, and this is inflammation of this area where this tendon in- inserts.",0
"Motrin, 800 milligrams every six hours.",0
A sling for comfort.,2
Follow up with me as needed if you continue to have pain.,1
