phrases,cluster_labels
"I was bowling and as I was running up to the lane, I had my bowling ball all the way back, and when I slung it forward, I hit it into my leg instead of the lane and I fell.",3
It’s very sore,0
"A little bit on the back- back end, that side",1
I’ve been going back and forth between taking ibuprofen and Tylenol,0
Yes. I have eczema,1
I take fluocinonide when it gets really itchy,0
I had a… some diverticulosis and I went into diverticulitis and they ended up going in and having to remove a little bit of my colon,3
You have some significant tenderness to the lateral aspect of your upper leg,2
No pain or tenderness with flexion or extension of the lower leg,2
"This is a normal femur… really don’t see any evidence of a fracture or any swelling, it’s essentially a normal x-ray",0
"I’m going to start you on an ant-inflammatory. It’s going to be Mobic 15 milligrams, once a day",0
Use some ice for the pain,1
