phrases,cluster_labels
Feeling a lot of the same pain that I had when I had kidney stones about two years ago.,1
"It started from the side and it kinda moved over, and I feel it in the left side of my back.",1
The last four days.,0
"Over the last 48 hours, it's been constant, and it's been pretty bad.",1
"I've taken Tylenol, but it really doesn't seem to help.",1
"There's a little blood in my urine. It's hard to detect, but it does look a little off-color.",1
"If I'm exerting myself... I feel a little dizzy and a little light-headed, and I feel a little bit more pain in my abdomen.",1
CVA tenderness on the right-hand side.,0
Abdomen also feels a little tender. You have some tenderness on palpation of the lower quadrant.,1
Blood pressure's a little high today.,2
Creatinine is up slightly.,0
Abdominal X-rays show a possible kidney stone.,2
Order a CT scan without contrast of the abdomen and pelvis.,2
Start Ultram 50 mg every six hours as needed for pain.,2
Continue Imitrex for migraines.,0
Refill Protonix 40 mg daily.,2
Push fluids and strain your urine.,2
I've been diligent about taking the Imitrex.,1
"I've been pretty good with the diet, but with the pain, I've been ordering a lot of take-out.",1
The patient understands and agrees with the recommended medical treatment plan.,3
